1,Actions,Null,1
2,Animals,Null,1
3,Clothing,Null,1
4,Culture,Null,1
5,Descriptive,Null,1
6,Emotions,Null,1
7,Food,Null,1
8,Math,Null,1
9,Outdoors,Null,1
10,People,Null,1
11,Places,Null,1
12,Plants,Null,1
13,School,Null,1
14,Sport,Null,1
15,Technology,Null,1
16,Time,Null,1
